game,platform,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating
Rumble Roses,PlayStation 2,2004/11/09,66,8.9,Yuke's,"Action, Fighting, Wrestling",44,37
Gretzky NHL 2005,PlayStation 2,2004/11/09,66,8.7,Page 44 Studios,"Sports, Traditional, Ice Hockey, Sim",24,15
Shaman King: Power of Spirit,PlayStation 2,2004/11/09,54,8.3,WinkySoft,"Action Adventure, Fantasy",9,18
EverQuest II,PC,2004/11/08,83,7.3,Sony Online Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",43,92
Mario Power Tennis,GameCube,2004/11/08,80,8.5,Camelot Software Planning,"Sports, Traditional, Tennis",43,72
Immortal Cities: Children of the Nile,PC,2004/11/08,75,7.6,Tilted Mill,"Strategy, City Building, Management, Historic, Historic, Government",28,39
Ghost in the Shell: Stand Alone Complex (2004),PlayStation 2,2004/11/08,66,6.6,Cavia Inc.,"Action, Shooter, Third-Person, Sci-Fi",34,19
Medal of Honor: Pacific Assault,PC,2004/11/04,80,7.1,EA LA,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",43,230
Ultra Bust-A-Move,Xbox,2004/11/04,74,NA,Taito Corporation,"Miscellaneous, Puzzle, Matching",12,NA
Scrapland,PC,2004/11/04,72,8.2,Mercury Steam,"Action, Action Adventure, General, Sci-Fi, General",37,55
Tron 2.0: Killer App,Xbox,2004/11/04,69,4.5,Climax Group,"Action, Shooter, First-Person, Sci-Fi",36,6
Vendetta Online,PC,2004/11/04,62,7,Guild Software,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi",10,24
Ratchet & Clank: Up Your Arsenal,PlayStation 2,2004/11/03,91,9,Insomniac Games,"Action, Platformer, 3D",65,580
Sega SuperStars,PlayStation 2,2004/11/03,72,7,Sonic Team,"Miscellaneous, Party",28,8
Spyro: A Hero's Tail,Xbox,2004/11/03,64,7.2,Eurocom Entertainment Software,"Action, Platformer, 3D",17,16
Spyro: A Hero's Tail,GameCube,2004/11/03,62,6.7,Eurocom Entertainment Software,"Action, Platformer, 3D",13,19
Spyro: A Hero's Tail,PlayStation 2,2004/11/03,60,7.8,Eurocom Entertainment Software,"Action, Platformer, 3D",16,79
WWE SmackDown! vs. Raw,PlayStation 2,2004/11/02,80,8.6,Yuke's,"Action, Fighting, Wrestling",46,111
Return to Mysterious Island,PC,2004/11/02,79,7.7,Kheops Studio,"Adventure, First-Person, Point-and-Click, Modern, Modern",19,35
ATV Offroad Fury 3,PlayStation 2,2004/11/02,78,7.9,Climax Group,"Driving, Racing, Rally / Offroad",37,20
"The Lord of the Rings, The Third Age",Xbox,2004/11/02,75,7.2,EA Games,"Role-Playing, Console-style RPG",38,28
Sonic Mega Collection Plus,Xbox,2004/11/02,75,8.2,Sonic Team,"Miscellaneous, Compilation",20,19
The Lord of the Rings: The Third Age,GameCube,2004/11/02,74,8,EA Games,"Role-Playing, Console-style RPG",25,23
Sonic Mega Collection Plus,PlayStation 2,2004/11/02,73,8.6,Sonic Team,"Miscellaneous, Compilation",21,52
Guilty Gear Isuka,PlayStation 2,2004/11/02,73,7.5,NA,NA,NA,NA
The Lord of the Rings: The Third Age,PlayStation 2,2004/11/02,73,8,EA Games,"Role-Playing, Console-style RPG",35,86
Killzone,PlayStation 2,2004/11/02,70,7.3,Guerrilla,"Action, Shooter, First-Person, Sci-Fi",67,333
"The Lord of the Rings, The Third Age",Game Boy Advance,2004/11/02,67,8.4,Griptonite Games,"Strategy, Turn-Based, Fantasy",7,20
Technic Beat,PlayStation 2,2004/11/02,67,NA,Arika,"Miscellaneous, Rhythm, Music",24,NA
Duel Masters,PlayStation 2,2004/11/02,66,8.3,High Voltage Software,"Miscellaneous, Card Battle",20,6
Axis & Allies,PC,2004/11/02,65,8.3,TimeGate Studios,"Strategy, Real-Time, Military, General, Military",27,23
Godzilla: Save the Earth,PlayStation 2,2004/11/02,62,8.5,"Pipeworks Software, Inc.","Action, Fighting, 3D",19,27
I of the Dragon,PC,2004/11/02,55,7.2,Primal Software,"Role-Playing, General, General",19,22
Inuyasha: The Secret of the Cursed Mask,PlayStation 2,2004/11/02,51,8.1,Kamui,"Role-Playing, Console-style RPG",7,29
The Polar Express,GameCube,2004/11/02,40,4.7,Blue Tongue Entertainment,"Action Adventure, Fantasy",7,9
The Polar Express,PlayStation 2,2004/11/02,39,6.2,Blue Tongue,"Action Adventure, Fantasy",10,15
Fatal Frame II: Crimson Butterfly Director's Cut,Xbox,2004/11/01,84,8.6,Tecmo,"Action Adventure, Horror",37,33
Texas Hold 'Em Poker,Game Boy Advance,2004/11/01,49,6.7,Skyworks Technologies,"Miscellaneous, Parlor, Gambling",7,7
The Incredibles,Xbox,2004/10/31,64,6.4,Heavy Iron Studios,"Action Adventure, Modern",34,10
The Incredibles,GameCube,2004/10/31,63,6.3,Heavy Iron Studios,"Action Adventure, Modern",27,12
The Incredibles,PlayStation 2,2004/10/31,62,7.9,Heavy Iron Studios,"Action Adventure, Modern",36,39
The Incredibles,Game Boy Advance,2004/10/31,55,5.3,Helixe,"Action Adventure, Modern",13,6
Men of Valor,PC,2004/10/29,71,6,2015,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",27,35
Disney/Pixar The Incredibles,PC,2004/10/29,55,5.7,"Heavy Iron Studios, Beenox","Action Adventure, Modern, General, Modern",9,12
Colin McRae Rally 2005,PC,2004/10/28,83,7.6,Codemasters,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",11,78
Manchester United Soccer 2005,PC,2004/10/28,56,3,Codemasters,"Sports, Traditional, Soccer, Sim, Sim",9,7
The SpongeBob SquarePants Movie,Xbox,2004/10/27,74,7.8,Heavy Iron Studios,"Action, Platformer, 3D",14,14
The SpongeBob SquarePants Movie,GameCube,2004/10/27,73,7.7,Heavy Iron Studios,"Action, Platformer, 3D",9,31
Grand Theft Auto: San Andreas,PlayStation 2,2004/10/26,95,9.1,Rockstar North,"Action Adventure, Modern",80,3225
Dead or Alive Ultimate,Xbox,2004/10/26,83,8.8,Team Ninja,"Miscellaneous, Compilation",64,33
RollerCoaster Tycoon 3,PC,2004/10/26,81,5.4,Frontier Developments,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",39,399
NBA Live 2005,PC,2004/10/26,79,8.3,EA Canada,"Sports, Traditional, Team, Basketball, Sim, Sim",9,32
Chessmaster,Xbox,2004/10/26,79,8.3,Ubisoft,"Miscellaneous, Board Games",12,7
Taiko Drum Master,PlayStation 2,2004/10/26,77,8.1,Namco,"Miscellaneous, Rhythm, Music",35,8
Star Wars Galaxies: Jump to Lightspeed,PC,2004/10/26,77,6.6,Sony Online Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi",16,25
Oleg Maddox presents: Pacific Fighters,PC,2004/10/26,76,7.5,"1C, 1C Entertainment","Simulation, Flight, WWII, WWII, Combat",20,28
The Bard's Tale,PlayStation 2,2004/10/26,76,7.8,InXile Entertainment,"Role-Playing, Third-Person",44,23
The Bard's Tale,Xbox,2004/10/26,75,7.5,InXile Entertainment,"Role-Playing, Third-Person",50,6
Grand Theft Auto,Game Boy Advance,2004/10/26,68,7,Digital Eclipse,"Action Adventure, Modern",33,42
Yu-Gi-Oh! Capsule Monster Coliseum,PlayStation 2,2004/10/26,62,8,WinkySoft,"Miscellaneous, Card Battle",9,44
The Nightmare of Druaga,PlayStation 2,2004/10/26,57,8.3,Arika,"Role-Playing, General",22,7
Bicycle Casino,Xbox,2004/10/26,49,4.8,Leaping Lizard Software Inc.,"Miscellaneous, Parlor, Gambling",8,4
Ace Combat 5: The Unsung War,PlayStation 2,2004/10/25,84,8.9,Namco,"Simulation, Flight, Modern Jet",57,145
OutRun2,Xbox,2004/10/25,79,8.7,Sumo Digital,"Driving, Racing, Arcade",51,21
Classic NES Series: Castlevania,Game Boy Advance,2004/10/25,74,8.6,Konami,"Action, Platformer, 2D",10,27
Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,2004/10/25,73,7.2,Nintendo,"Role-Playing, Action RPG",8,72
Classic NES Series: Dr. Mario,Game Boy Advance,2004/10/25,66,8.2,Nintendo,"Miscellaneous, Puzzle, Matching",10,13
Classic NES Series: Metroid,Game Boy Advance,2004/10/25,58,8.3,Nintendo,"Action Adventure, Sci-Fi",9,35
Otogi 2: Immortal Warriors,Xbox,2004/10/21,79,8.2,From Software,"Action Adventure, Fantasy",43,17
Outlaw Golf 2,Xbox,2004/10/21,74,NA,Hypnotix,"Sports, Traditional, Golf, Arcade",41,NA
Scaler,PlayStation 2,2004/10/21,70,8.6,NA,NA,NA,NA
Hidden & Dangerous 2: Sabre Squadron,PC,2004/10/21,67,6.7,Illusion Softworks,"Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic",14,16
Scaler,Xbox,2004/10/20,69,6.7,Artificial Mind and Movement,"Action, Platformer, 3D",25,7
Tron 2.0: Killer App,Game Boy Advance,2004/10/20,68,NA,Digital Eclipse,"Action Adventure, Sci-Fi",16,NA
Ape Escape: Pumped & Primed,PlayStation 2,2004/10/20,61,7.3,SCEI,"Miscellaneous, Party",21,11
Boktai 2: Solar Boy Django,Game Boy Advance,2004/10/19,78,8.2,KCEJ,"Role-Playing, Action RPG",20,15
NHL Eastside Hockey Manager,PC,2004/10/19,77,6.9,Sports Interactive,"Sports, Traditional, Team, Ice Hockey, Management, Sim",7,11
Men of Valor,Xbox,2004/10/19,73,7.3,2015,"Action, Shooter, First-Person, Historic",47,10
Time Crisis: Crisis Zone,PlayStation 2,2004/10/19,66,NA,Namco,"Action, Shooter, Light Gun",38,NA
Neo Contra,PlayStation 2,2004/10/19,65,7.5,KCET,"Action, Shooter, Third-Person, Sci-Fi",37,12
Teenage Mutant Ninja Turtles 2: Battle Nexus,Game Boy Advance,2004/10/19,65,7,Konami,"Action, Beat-'Em-Up",9,5
Teenage Mutant Ninja Turtles 2: Battle Nexus,GameCube,2004/10/19,49,5.8,Konami,"Action, Beat-'Em-Up",16,11
Teenage Mutant Ninja Turtles 2: Battle Nexus,Xbox,2004/10/19,48,6.3,Konami,"Action, Beat-'Em-Up",20,8
Teenage Mutant Ninja Turtles 2: Battle Nexus,PlayStation 2,2004/10/19,47,6.7,KCE Studios,"Action, Beat-'Em-Up",25,29
Kirby & the Amazing Mirror,Game Boy Advance,2004/10/18,80,8.7,Flagship,"Action, Platformer, 2D",24,82
Atlantis Evolution,PC,2004/10/17,54,3.2,"Atlantis Interactive Entertainment , Atlantis Interactive Entertainment","Adventure, 3D, Sci-Fi, Sci-Fi, Third-Person",17,6
Pitfall: The Lost Expedition,PC,2004/10/15,66,7.3,Beenox,"Action, Platformer, Platformer, 3D, 3D",9,20
Tribes: Vengeance,PC,2004/10/12,83,7.7,Irrational Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",44,49
Shin Megami Tensei: Nocturne,PlayStation 2,2004/10/12,82,6.5,Atlus Co.,"Role-Playing, Console-style RPG",42,394
Kingdom Under Fire: The Crusaders,Xbox,2004/10/12,81,8.4,Phantagram,"Strategy, Real-Time, Fantasy",50,43
FIFA Soccer 2005,PlayStation 2,2004/10/12,81,7.4,EA Canada,"Sports, Traditional, Soccer, Sim",27,65
FIFA Soccer 2005,Xbox,2004/10/12,81,8.4,EA Canada,"Sports, Traditional, Soccer, Sim",34,25
FIFA Soccer 2005,GameCube,2004/10/12,78,8.5,EA Canada,"Sports, Traditional, Soccer, Sim",22,8
FIFA Soccer 2005,PC,2004/10/12,77,6.8,EA Canada,"Sports, Traditional, Team, Soccer, Sim, Sim",17,61
BloodRayne 2,Xbox,2004/10/12,71,8.8,Terminal Reality,"Action, Shooter, Third-Person, Fantasy",35,6
Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation 2,2004/10/12,71,8.3,Krome Studios,"Action, Platformer, 3D",24,31
BloodRayne 2,PlayStation 2,2004/10/12,70,7.5,Terminal Reality,"Action, Shooter, Third-Person, Fantasy",26,39
Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,2004/10/12,70,8.7,Krome Studios,"Action, Platformer, 3D",20,19
Ty the Tasmanian Tiger 2: Bush Rescue,Xbox,2004/10/12,69,8.7,Krome Studios,"Action, Platformer, 3D",29,7
King of Fighters: Maximum Impact,PlayStation 2,2004/10/12,64,7.1,NA,NA,NA,NA
Ty the Tasmanian Tiger 2: Bush Rescue,Game Boy Advance,2004/10/12,63,6.4,Krome Studios,"Action, Platformer, 2D",7,5
Under the Skin,PlayStation 2,2004/10/12,55,7.3,Capcom,"Action Adventure, Sci-Fi",30,6
WWE Survivor Series,Game Boy Advance,2004/10/12,55,8.2,Natsume,"Action, Fighting, Wrestling",12,5
Paper Mario: The Thousand-Year Door,GameCube,2004/10/11,87,9,Intelligent Systems,"Role-Playing, Console-style RPG",55,613
Tak 2: The Staff of Dreams,GameCube,2004/10/11,75,8.6,Avalanche Software,"Action, Platformer, 3D",22,13
Midway Arcade Treasures 2,GameCube,2004/10/11,74,7.3,Backbone Entertainment,"Miscellaneous, Compilation",21,4
Midway Arcade Treasures 2,PlayStation 2,2004/10/11,74,7.8,Backbone Entertainment,"Miscellaneous, Compilation",28,4
Midway Arcade Treasures 2,Xbox,2004/10/11,74,6.7,Backbone Entertainment,"Miscellaneous, Compilation",38,9
Tak 2: The Staff of Dreams,Xbox,2004/10/11,73,NA,Avalanche Software,"Action, Platformer, 3D",25,NA
Tak 2: The Staff of Dreams,PlayStation 2,2004/10/11,71,8.3,NA,NA,NA,NA
SD Gundam Force: Showdown!,PlayStation 2,2004/10/11,58,3.5,Tom Create,"Action, Shooter, Third-Person, Sci-Fi",7,4
SuperPower 2,PC,2004/10/11,51,7.9,GolemLabs,"Strategy, Real-Time, Modern, General, Modern",19,43
Counter-Strike: Source,PC,2004/10/07,88,8.9,Valve Software,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",9,10256
SVC Chaos: SNK vs. Capcom,Xbox,2004/10/07,57,5.8,Playmore,"Action, Fighting, 2D",37,10
Mega Man Zero 3,Game Boy Advance,2004/10/05,77,8.9,Inti,"Action, Platformer, 2D",21,95
Law & Order: Justice Is Served,PC,2004/10/05,77,6.7,Legacy Interactive,"Adventure, 3D, First-Person, Modern",30,7
Syberia II,Xbox,2004/10/05,71,7.4,Microids,"Adventure, Third-Person, Fantasy",7,7
Yager,Xbox,2004/10/05,70,8,Yager,"Action Adventure, Sci-Fi",19,11
Leisure Suit Larry: Magna Cum Laude,Xbox,2004/10/05,62,6.6,High Voltage Software,"Adventure, Third-Person, Modern",49,14
Conflict: Vietnam,Xbox,2004/10/05,60,7.3,Pivotal Games,"Action, Shooter, Third-Person, Historic",40,12
Leisure Suit Larry: Magna Cum Laude,PlayStation 2,2004/10/05,60,6.6,High Voltage Software,"Adventure, Third-Person, Modern",44,27
Leisure Suit Larry: Magna Cum Laude,PC,2004/10/05,59,5.2,High Voltage Software,"Adventure, 3D, Modern, Third-Person, Modern",37,46
Robotech: Invasion,Xbox,2004/10/05,59,NA,Vicious Cycle,"Action, Shooter, First-Person, Sci-Fi",41,NA
Singles: Flirt Up Your Life,PC,2004/10/05,58,7.2,Rotobee,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",34,36
Conflict: Vietnam,PlayStation 2,2004/10/05,58,8.1,Pivotal Games,"Action, Shooter, Third-Person, Historic",24,23
Robotech: Invasion,PlayStation 2,2004/10/05,57,7.8,Vicious Cycle,"Action, Shooter, First-Person, Sci-Fi",33,5
Conflict: Vietnam,PC,2004/10/05,55,7,Pivotal Games,"Action, Shooter, Shooter, Third-Person, Historic, Historic, Arcade",18,16
Get On Da Mic,PlayStation 2,2004/10/05,49,6.3,Artificial Mind and Movement,"Miscellaneous, Music Maker",29,7
Tony Hawk's Underground 2,PC,2004/10/04,85,7.7,Neversoft Entertainment,"Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",30,58
Tony Hawk's Underground 2,PlayStation 2,2004/10/04,83,8.5,Neversoft Entertainment,"Sports, Alternative, Skateboarding",59,89
Tony Hawk's Underground 2,Xbox,2004/10/04,83,7.4,Neversoft Entertainment,"Sports, Alternative, Skateboarding",55,17
Tony Hawk's Underground 2,GameCube,2004/10/04,82,8,Neversoft Entertainment,"Sports, Alternative, Skateboarding",30,22
Mortal Kombat: Deception,Xbox,2004/10/04,81,8.7,Midway,"Action, Fighting, 3D",53,35
Mortal Kombat: Deception,PlayStation 2,2004/10/04,81,8.5,Midway,"Action, Fighting, 3D",43,145
Mario Pinball Land,Game Boy Advance,2004/10/04,62,4.5,Fuse Games Limited,"Miscellaneous, Parlor, Pinball",35,20
Wanted: A Wild Western Adventure,PC,2004/10/03,66,7,"Revistonic, Revistronic","Action Adventure, Adventure, Historic, Historic, Point-and-Click",18,17
Shade: Wrath of Angels,PC,2004/10/01,50,7.6,Black Element,"Action Adventure, Horror, Survival",12,32
ESPN NBA 2K5,PlayStation 2,2004/09/30,83,7.5,Visual Concepts,"Sports, Traditional, Basketball, Sim",24,39
"Codename: Panzers, Phase One",PC,2004/09/30,81,8.6,Stormregion,"Strategy, Real-Time, Historic, General, Historic",38,54
NBA Live 2005,Xbox,2004/09/28,85,7.6,EA Canada,"Sports, Traditional, Basketball, Sim",28,14
ESPN NBA 2K5,Xbox,2004/09/28,85,7.8,Visual Concepts,"Sports, Traditional, Basketball, Sim",28,25
NBA Live 2005,PlayStation 2,2004/09/28,84,8.2,EA Canada,"Sports, Traditional, Basketball, Sim",21,48
NBA Live 2005,GameCube,2004/09/28,83,7.1,EA Canada,"Sports, Traditional, Basketball, Sim",17,10
Colin McRae Rally 2005,Xbox,2004/09/28,83,7.9,Codemasters,"Driving, Racing, Rally / Offroad",35,7
Evil Genius,PC,2004/09/28,75,8.3,Elixir Studios,"Strategy, Real-Time, Modern, General, Modern",51,146
Crusader Kings,PC,2004/09/28,73,7.4,Paradox Development Studio,"Strategy, Real-Time, Historic, General, Historic",26,46
Time of Defiance,PC,2004/09/28,73,6.8,Nicely Crafted,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",17,5
Armored Core: Nexus,PlayStation 2,2004/09/28,73,8,From Software,"Simulation, Sci-Fi, Mech",19,11
Sherlock Holmes: The Silver Earring,PC,2004/09/28,68,6.6,Frogwares,"Adventure, General, General",29,32
Rocky: Legends,Xbox,2004/09/28,67,5.4,Venom Games,"Sports, Traditional, Boxing",21,7
Crash Twinsanity,Xbox,2004/09/28,66,8.3,Traveller's Tales,"Action, Platformer, 3D",30,62
Rocky: Legends,PlayStation 2,2004/09/28,65,8.5,Venom Games,"Sports, Traditional, Boxing",24,13
Crash Twinsanity,PlayStation 2,2004/09/28,64,8.4,Traveller's Tales,"Action, Platformer, 3D",38,312
Disney's Aladdin,Game Boy Advance,2004/09/28,59,8.1,Disney Interactive,"Action, Platformer, 2D",17,7
The Dukes of Hazzard: Return of the General Lee,PlayStation 2,2004/09/28,52,6.4,Ratbag,"Driving, Mission-based",17,11
The Dukes of Hazzard: Return of the General Lee,Xbox,2004/09/28,49,7,Ratbag,"Driving, Mission-based",18,4
Shadow Hearts: Covenant,PlayStation 2,2004/09/27,85,8.8,Nautilus,"Role-Playing, Console-style RPG",49,117
Yourself!Fitness,Xbox,2004/09/27,80,7,Respondesign,"Miscellaneous, Edutainment",11,9
Donkey Konga,GameCube,2004/09/27,76,7.9,Namco,"Miscellaneous, Rhythm, Music",55,34
Shark Tale,GameCube,2004/09/27,69,4.5,Edge of Reality,"Action, Platformer, 3D",23,4
Shark Tale,PlayStation 2,2004/09/27,69,6.1,Edge of Reality,"Action, Platformer, 3D",30,7
Shark Tale,Xbox,2004/09/27,67,NA,Edge of Reality,"Action, Platformer, 3D",28,NA
DreamWorks Shark Tale,PC,2004/09/27,63,7.8,Amaze Entertainment,"Action, Platformer, Platformer, 3D, 3D",12,18
Shark Tale,Game Boy Advance,2004/09/27,63,7.8,Vicarious Visions,"Action, General",8,5
Rome: Total War,PC,2004/09/22,92,9,Creative Assembly,"Strategy, Real-Time, Historic, General, Historic",58,1458
Kohan II: Kings of War,PC,2004/09/22,81,8.5,TimeGate Studios,"Strategy, Real-Time, Fantasy, General, Fantasy, Command",38,37
Katamari Damacy,PlayStation 2,2004/09/21,86,8.8,Namco,"Action, General",55,142
X-Men Legends,Xbox,2004/09/21,82,8,Raven Software,"Role-Playing, Action RPG",63,18
X-Men Legends,GameCube,2004/09/21,81,8.6,Raven Software,"Role-Playing, Action RPG",36,23
Full Spectrum Warrior,PC,2004/09/21,80,7,Pandemic Studios,"Strategy, Real-Time, Military, General, Military",26,46
X-Men Legends,PlayStation 2,2004/09/21,79,8.3,Raven Software,"Role-Playing, Action RPG",48,89
Hearts of Iron: Platinum,PC,2004/09/21,78,7.3,Paradox Development Studio,"Strategy, Real-Time, Historic, General, Historic",9,16
Dance Dance Revolution Extreme,PlayStation 2,2004/09/21,77,8.5,KCET,"Miscellaneous, Rhythm, Music",26,22
Second Sight,GameCube,2004/09/21,77,8.3,Free Radical Design,"Action Adventure, Sci-Fi",34,21
Final Fantasy XI: Chains of Promathia,PlayStation 2,2004/09/21,77,8.4,Square Enix,"Role-Playing, Massively Multiplayer Online, Fantasy",13,14
Second Sight,PlayStation 2,2004/09/21,76,7.9,Free Radical Design,"Action Adventure, Sci-Fi",48,32
Second Sight,Xbox,2004/09/21,75,8.2,Free Radical Design,"Action Adventure, Sci-Fi",46,10
Final Fantasy XI: Chains of Promathia,PC,2004/09/21,73,8.3,Square Enix,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",13,20
Mega Man X: Command Mission,PlayStation 2,2004/09/21,69,8.7,"Valuewave Co.,Ltd.","Role-Playing, Console-style RPG",27,69
Monster Hunter,PlayStation 2,2004/09/21,68,8.6,Capcom,"Action Adventure, Fantasy",37,61
Mega Man X: Command Mission,GameCube,2004/09/21,67,8.6,Capcom,"Role-Playing, Console-style RPG",21,64
Blood Will Tell,PlayStation 2,2004/09/21,67,7.9,Paon Corporation,"Action Adventure, Fantasy",37,13
Headhunter: Redemption,PlayStation 2,2004/09/21,62,7.1,Amuze,"Action Adventure, Sci-Fi",29,11
Shadow Ops: Red Mercury,PC,2004/09/21,61,5.4,Zombie Studios,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",16,16
Star Wars Trilogy: Apprentice of the Force,Game Boy Advance,2004/09/21,60,6.5,Ubisoft,"Action Adventure, Sci-Fi",21,6
Headhunter: Redemption,Xbox,2004/09/21,59,6.3,Amuze,"Action Adventure, Sci-Fi",26,7
Yu Yu Hakusho: Dark Tournament,PlayStation 2,2004/09/21,56,8,Digital Fiction,"Action, Fighting, 3D",15,22
Tiger Woods PGA Tour 2005,PC,2004/09/20,91,4,Headgate,"Sports, Traditional, Individual, Golf, Sim, Sim",16,52
Tiger Woods PGA Tour 2005,PlayStation 2,2004/09/20,88,8.1,EA Sports,"Sports, Traditional, Golf, Sim",30,22
Tiger Woods PGA Tour 2005,Xbox,2004/09/20,88,7.4,EA Sports,"Sports, Traditional, Golf, Sim",26,17
Tiger Woods PGA Tour 2005,GameCube,2004/09/20,88,7.5,EA Sports,"Sports, Traditional, Golf, Sim",18,4
"Warhammer 40,000: Dawn of War",PC,2004/09/20,86,8.7,"Relic, Relic Entertainment","Strategy, Real-Time, Sci-Fi, Sci-Fi, General",51,442
Def Jam: Fight for NY,Xbox,2004/09/20,84,8.7,Aki Corp.,"Action, Fighting, Wrestling",33,26
Def Jam: Fight for NY,PlayStation 2,2004/09/20,83,8.8,Aki Corp.,"Action, Fighting, Wrestling",46,147
Star Wars: Battlefront,PlayStation 2,2004/09/20,82,8.7,Pandemic Studios,"Action, Shooter, Third-Person, Sci-Fi",36,189
