,game_name.meta,platform.meta,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating,game_name.vg,platform.vg,sales
1,007 Legends,PlayStation 3,2012/10/16,41,4.1,"Eurocom Entertainment Software, Eurocom",Action,22,56,007 Legends,PlayStation 3,NA
2,007 Legends,Xbox 360,2012/10/16,45,4.5,"Eurocom Entertainment Software, Eurocom",Action,49,78,007 Legends,Xbox 360,NA
3,007: Quantum of Solace,DS,2008/11/04,65,NA,Vicarious Visions,Action,10,NA,007: Quantum of Solace,DS,NA
4,007: Quantum of Solace,PC,2008/11/04,70,6.3,"Treyarch, Beenox",Action,18,73,007: Quantum of Solace,PC,NA
5,007: Quantum of Solace,PlayStation 3,2008/11/04,65,6.6,NA,NA,NA,NA,007: Quantum of Solace,PlayStation 3,NA
6,007: Quantum of Solace,Wii,2008/11/04,54,7.3,"Treyarch, Beenox",Action,11,30,007: Quantum of Solace,Wii,NA
7,007: Quantum of Solace,Xbox 360,2008/11/04,65,7.1,Treyarch,Action,69,90,007: Quantum of Solace,Xbox 360,NA
8,007 Racing,PlayStation,2000/11/20,51,5,Eutechnyx,Driving,16,21,007 Racing,PlayStation,NA
9,007: The World is Not Enough,Nintendo 64,2000/11/01,81,7.9,Eurocom Entertainment Software,Action,16,63,007: The World is Not Enough,Nintendo 64,NA
10,007: The World is not Enough,PlayStation,2000/11/06,61,6.8,Black Ops Entertainment,Action,11,58,007: The World is not Enough,PlayStation,NA
11,100 Classic Books,DS,2010/06/14,70,6.5,Genius Sonority Inc.,Miscellaneous,7,15,100 Classic Books,DS,NA
12,101-in-1 Explosive Megamix,DS,2009/04/21,46,NA,Nordcurrent,Miscellaneous,13,NA,101-in-1 Explosive Megamix,DS,NA
13,101-in-1 Sports Party Megamix,Wii,2011/01/13,41,NA,Nordcurrent,Sports,7,NA,101-in-1 Sports Party Megamix,Wii,NA
14,11-11: Memories Retold,PC,2018/11/08,73,6.6,Digixart Entertainment,Adventure,11,33,11-11 Memories Retold,PC,NA
15,1-2-Switch,Switch,2017/03/03,58,4.8,Nintendo,Miscellaneous,63,468,1-2-Switch,Switch,3630000
16,13 Sentinels: Aegis Rim,PlayStation 4,2020/09/22,85,8.9,Vanillaware,Playing,69,350,13 Sentinels: Aegis Rim,PlayStation 4,5.00E+05
17,1503 A.D. - The New World,PC,2003/03/23,74,7.5,Sunflowers Interactive,Strategy,14,22,1503 A.D.: The New World,PC,2.00E+06
18,1701 A.D.,PC,2006/11/06,79,7.9,Related Designs,Strategy,30,52,1701 A.D.,PC,1.00E+06
19,18 Wheeler: American Pro Trucker,Dreamcast,2001/05/22,67,6.9,Sega,Driving,14,17,18 Wheeler: American Pro Trucker,Dreamcast,NA
20,18 Wheeler: American Pro Trucker,GameCube,2002/02/18,52,6.2,Acclaim Studios Cheltenham,Driving,17,10,18 Wheeler: American Pro Trucker,GameCube,NA
21,18 Wheeler: American Pro Trucker,PlayStation 2,2001/11/14,61,5.4,Acclaim Studios Cheltenham,Driving,11,19,18 Wheeler: American Pro Trucker,PlayStation 2,NA
22,187 Ride or Die,PlayStation 2,2005/08/23,52,6.6,Ubisoft,Driving,33,16,187: Ride or Die,PlayStation 2,NA
23,187 Ride or Die,Xbox,2005/08/24,51,6.5,Ubisoft Paris,Driving,40,10,187: Ride or Die,Xbox,NA
24,1954: Alcatraz,PC,2014/03/11,58,6.3,Daedalic Entertainment,General,24,42,1954: Alcatraz,PC,NA
25,198X,PC,2019/06/20,63,5.7,Hi-Bit Studios,Action,13,23,198X,PC,NA
26,198X,PlayStation 4,2019/07/16,74,5.9,Hi-Bit Studios,Action,7,15,198X,PlayStation 4,NA
27,198X,Switch,2020/01/23,65,7.1,Hi-Bit Studios,Action,10,18,198X,Switch,NA
28,1nsane,PC,2001/02/05,69,7.4,Invictus,Driving,14,29,1nsane,PC,NA
29,2002 FIFA World Cup,GameCube,2002/04/30,78,7.4,EA Sports,Sports,9,8,2002 FIFA World Cup,GameCube,NA
30,2002 FIFA World Cup,PC,2002/04/30,80,7.5,EA Sports,Sports,9,69,2002 FIFA World Cup,PC,NA
31,2002 FIFA World Cup,PlayStation 2,2002/04/22,73,5.7,EA Sports,Sports,19,19,2002 FIFA World Cup,PlayStation 2,NA
32,2002 FIFA World Cup,Xbox,2002/04/22,79,7.5,Software Creations,Sports,17,6,2002 FIFA World Cup,Xbox,NA
33,2010 FIFA World Cup South Africa,PlayStation 3,2010/04/27,82,7.6,EA Canada,Sports,56,73,2010 FIFA World Cup South Africa,PlayStation 3,NA
34,2010 FIFA World Cup South Africa,Wii,2010/04/27,70,6.8,Electronic Arts,Sports,19,14,2010 FIFA World Cup South Africa,Wii,NA
35,2010 FIFA World Cup South Africa,Xbox 360,2010/04/27,83,8.3,Electronic Arts,Sports,61,67,2010 FIFA World Cup South Africa,Xbox 360,NA
36,2014 FIFA World Cup Brazil,PlayStation 3,2014/04/15,73,4.8,EA Canada,Sports,33,103,2014 FIFA World Cup Brazil,PlayStation 3,NA
37,2014 FIFA World Cup Brazil,Xbox 360,2014/04/15,74,4.8,EA Canada,Sports,29,102,2014 FIFA World Cup Brazil,Xbox 360,NA
38,2064: Read Only Memories,PC,2015/10/05,80,4.4,MidBoss,General,12,124,2064: Read Only Memories,PC,NA
39,2064: Read Only Memories,PlayStation 4,2017/01/17,76,3.4,MidBoss,General,14,556,2064: Read Only Memories,PlayStation 4,NA
40,2064: Read Only Memories INTEGRAL,Switch,2018/07/26,74,6.5,NA,NA,NA,NA,2064: Read Only Memories INTEGRAL,Switch,NA
41,20XX,Switch,2018/07/10,77,7.6,Batterystaple Games,Action,14,15,20XX,Switch,NA
42,24: The Game,PlayStation 2,2006/02/28,62,8,SCE Studio Cambridge,Action Adventure,53,52,24: The Game,PlayStation 2,NA
43,25 to Life,PC,2006/01/17,39,5.1,"Ritual Entertainment, Avalanche Software",Action,12,54,25 to Life,PC,NA
44,25 to Life,PlayStation 2,2006/01/17,39,5.2,"Ritual Entertainment, Avalanche Software",Action,23,58,25 To Life,PlayStation 2,NA
45,25 to Life,Xbox,2006/01/17,41,7.3,"Ritual Entertainment, Avalanche Software",Action,20,15,25 To Life,Xbox,NA
46,2Dark,PC,2017/03/10,68,5.7,Gloomywood,Action Adventure,14,33,2Dark,PC,NA
47,39 Days to Mars,PC,2018/04/25,71,4.7,It's Anecdotal,Puzzle,10,9,39 Days to Mars,PC,NA
48,3D Classics: Kid Icarus,3DS,2012/03/23,77,7.4,Arika,Action,9,53,3D Classics: Kid Icarus,3DS,NA
49,3D Classics: Kirby's Adventure,3DS,2011/11/17,77,7.9,Arika,Action,7,58,3D Classics: Kirby's Adventure,3DS,NA
50,3D Classics: TwinBee,3DS,2011/09/22,68,7.3,Arika,Action,7,7,3D Classics: TwinBee,3DS,NA
51,3D Classics: Urban Champion,3DS,2011/08/18,37,5.3,Arika,Action,7,26,3D Classics: Urban Champion,3DS,NA
52,3D Classics: Xevious,3DS,2011/07/21,56,5.8,Arika,Action,10,13,3D Classics: Xevious,3DS,NA
53,3D Dot Game Heroes,PlayStation 3,2010/05/11,77,7.8,Silicon Studio,Playing,66,110,3D Dot Game Heroes,PlayStation 3,160000
54,428: Shibuya Scramble,PlayStation 4,2018/09/04,85,8,Spike Chunsoft,Action Adventure,19,34,428: Shibuya Scramble,PlayStation 4,NA
55,4PM,PC,2014/07/09,41,4.2,Bojan Brbora,Adventure,7,26,4PM,PC,NA
56,4x4 EVO 2,GameCube,2002/09/09,56,8.2,Terminal Reality,Driving,7,5,4X4 EVO 2,GameCube,NA
57,4x4 EVO 2,PC,2001/10/30,69,7.2,Terminal Reality,Driving,9,15,4x4 EVO 2,PC,NA
58,4x4 EVO 2,Xbox,2001/11/14,59,5.7,Terminal Reality,Driving,15,6,4X4 EVO 2,Xbox,NA
59,4x4 Evolution,Dreamcast,2000/10/30,74,7,Terminal Reality,Driving,13,7,4x4 Evolution,Dreamcast,NA
60,4x4 Evolution,PC,2000/10/29,73,6.4,NA,NA,NA,NA,4x4 Evolution,PC,NA
61,4x4 Evolution,PlayStation 2,2001/02/26,64,6.4,Terminal Reality,Driving,11,5,4x4 Evolution,PlayStation 2,NA
62,50 Cent: Blood on the Sand,PlayStation 3,2009/02/24,72,6.8,Swordfish Studios,Action,37,71,50 Cent: Blood on the Sand,PlayStation 3,NA
63,50 Cent: Blood on the Sand,Xbox 360,2009/02/24,71,6.3,Swordfish Studios,Action,54,80,50 Cent: Blood on the Sand,Xbox 360,NA
64,50 Cent: Bulletproof,PlayStation 2,2005/11/17,47,6.6,Genuine Games,Action Adventure,21,142,50 Cent: Bulletproof,PlayStation 2,NA
65,50 Cent: Bulletproof,Xbox,2005/11/17,50,5.6,Genuine Games,Action Adventure,14,26,50 Cent: Bulletproof,Xbox,NA
66,7 Days to Die,PlayStation 4,2016/06/28,45,6,"Iron Galaxy Studios, The Fun Pimps",Action,16,269,7 Days to Die,PlayStation 4,NA
67,7 Days to Die,Xbox One,2016/06/28,35,5.6,"Iron Galaxy Studios, The Fun Pimps",Action,17,124,7 Days to Die,Xbox One,NA
68,7 Wonders of the Ancient World,DS,2007/09/17,60,8.3,Hot Lava Games,Miscellaneous,7,49,7 Wonders of the Ancient World,DS,NA
69,7th Dragon III Code: VFD,3DS,2016/07/12,76,7.9,Sega,General,30,62,7th Dragon III Code: VFD,3DS,NA
70,88 Heroes: 98 Heroes Edition,Switch,2017/10/10,65,6.4,Bitmap Bureau,Action,10,8,88 Heroes: 98 Heroes Edition,Switch,NA
71,8-Bit Armies,PC,2016/04/22,69,7.2,Petroglyph,Strategy,9,21,8-Bit Armies,PC,120000
72,911 Operator,PC,2017/02/24,68,6.7,Jutsu Games,Simulation,7,59,911 Operator,PC,220000
73,99Vidas,PlayStation 4,2017/07/18,61,6.5,QUByte Interactive,Action,11,40,99Vidas,PlayStation 4,NA
74,A Bird Story,PC,2014/11/07,66,7,Freebird Games,General,18,163,A Bird Story,PC,NA
75,A Boy and His Blob,Wii,2009/10/13,80,8.2,WayForward,Action,43,44,A Boy and His Blob,Wii,NA
76,A Fistful of Gun,PC,2015/09/24,60,7.5,FarmerGnome,Action,10,15,A Fistful of Gun,PC,NA
77,A Game of Dwarves,PC,2012/10/23,60,6.4,Zeal Game Studios,Strategy,11,66,A Game of Dwarves,PC,NA
78,A Game of Thrones: Genesis,PC,2011/09/28,53,4.1,Cyanide,Strategy,40,117,A Game of Thrones - Genesis,PC,170000
79,A Game of Thrones: Genesis,PC,2011/09/28,53,4.1,Cyanide,Strategy,40,117,A Game of Thrones: Genesis,PC,NA
80,A Golden Wake,PC,2014/10/09,68,6,Grundislav Games,Miscellaneous,17,20,A Golden Wake,PC,NA
81,A Hat in Time,PC,2017/10/05,79,8.7,Gears for Breakfast,Action,39,499,A Hat in Time,PC,190000
82,A Hat in Time,PlayStation 4,2017/12/05,79,8.2,Gears for Breakfast,Action,17,114,A Hat in Time,PlayStation 4,NA
83,A Hat in Time,Xbox One,2017/12/06,74,8,Gears for Breakfast,Action,17,53,A Hat in Time,Xbox One,NA
84,A Little To The Left,PC,2022/11/08,79,NA,Max Inferno,Action,11,NA,A Little To The Left,PC,NA
85,A Memoir Blue,PlayStation 5,2022/03/24,71,NA,Cloisters,Adventure,13,NA,A Memoir Blue,PlayStation 5,NA
86,A Normal Lost Phone,Switch,2018/03/01,73,7,Plug In Digital,Simulation,10,14,A Normal Lost Phone,Switch,NA
87,A Plague Tale: Innocence,PC,2019/05/13,81,8.5,Asobo Studio,Action Adventure,33,1371,A Plague Tale: Innocence,PC,NA
88,A Plague Tale: Innocence,PlayStation 4,2019/05/14,81,8.5,Asobo Studio,Action Adventure,61,1283,A Plague Tale: Innocence,PlayStation 4,NA
89,A Plague Tale: Innocence,Xbox One,2019/05/14,83,8.6,Asobo Studio,Action Adventure,22,552,A Plague Tale: Innocence,Xbox One,NA
90,A Plague Tale: Requiem,PC,2022/10/17,83,8.1,Asobo Studio,Action Adventure,30,246,A Plague Tale: Requiem,PC,NA
91,A Plague Tale: Requiem,PlayStation 5,2022/10/18,82,7.7,Asobo Studio,Action Adventure,66,273,A Plague Tale: Requiem,PlayStation 5,NA
92,A Plague Tale: Requiem,Xbox Series X,2022/10/18,85,8.4,Asobo Studio,Action Adventure,35,269,A Plague Tale: Requiem,Xbox Series X,NA
93,A Robot Named Fight!,Switch,2018/04/26,71,7.4,Matt Bitner,Action,9,27,A Robot Named Fight!,Switch,NA
94,A Story About My Uncle,PC,2012/07/30,73,7,"Jacob Antonucci, Gone North Games",Platformer,24,171,A Story About My Uncle,PC,430000
95,A Total War Saga: TROY,PC,2020/08/13,75,5.9,Creative Assembly,Strategy,50,253,A Total War Saga: Troy,PC,NA
96,A Valley Without Wind,PC,2012/04/24,54,6.6,"Arcen Games, LLC",Action Adventure,12,63,A Valley Without Wind,PC,130000
97,A Virus Named TOM,PC,2012/08/01,65,6.3,Misfits Attic,Miscellaneous,9,62,A Virus Named TOM,PC,NA
98,A Way Out,PC,2018/03/23,78,7.8,Hazelight,Action,16,666,A Way Out,PC,NA
99,A Way Out,PlayStation 4,2018/03/23,78,7.9,Hazelight,Action Adventure,62,939,A Way Out,PlayStation 4,NA
100,A Way Out,Xbox One,2018/03/23,79,7.8,Hazelight,Action Adventure,26,237,A Way Out,Xbox One,NA
101,A Witch's Tale,DS,2009/10/13,50,7,"Nippon Ichi Software, Hit Maker",Playing,17,8,A Witch's Tale,DS,NA
102,AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,PC,2009/09/03,81,7.1,Dejobaan Games,Action,15,99,AaaaaAAaaaAAAaaAAAAaAAAAA!!! A Reckless Disregard for Gravity,PC,NA
103,Aaru's Awakening,PC,2015/02/23,59,2.8,Lumenox ehf,Action,18,115,Aaru's Awakening,PC,NA
104,Absolver,PlayStation 4,2017/08/29,69,5.5,Sloclap,Playing,25,89,Absolver,PlayStation 4,NA
105,Abyss,Wii U,2014/05/01,59,6.5,EnjoyUp Games,Action,7,12,Abyss,Wii U,NA
106,Abyss Odyssey,PC,2014/07/15,69,7.4,ACE Team,Action Adventure,26,81,Abyss Odyssey,PC,NA
107,Abyss Odyssey,PlayStation 3,2014/07/15,70,6.2,ACE Team,Action Adventure,7,13,Abyss Odyssey,PlayStation 3,NA
108,Abyss Odyssey,Xbox 360,2014/07/16,64,6.5,ACE Team,Action Adventure,7,8,Abyss Odyssey,Xbox 360,NA
109,ABZU,PC,2016/08/02,83,7.3,Giant Squid,Action Adventure,19,381,ABZU,PC,580000
110,ABZU,PlayStation 4,2016/08/02,78,7.8,Giant Squid,Fantasy,72,491,ABZU,PlayStation 4,NA
111,ABZU,Switch,2018/11/29,80,7.8,Giant Squid,Adventure,21,65,ABZU,Switch,NA
112,ACA NeoGeo: Metal Slug 3,Switch,2017/03/09,76,7.6,"SNK Playmore, Hamster",Action,7,37,ACA NEOGEO METAL SLUG 3,Switch,NA
113,ACA NeoGeo: Shock Troopers,Switch,2017/03/09,70,6.9,Saurus,Action,7,20,ACA NEOGEO SHOCK TROOPERS,Switch,NA
114,Academy of Champions: Soccer,Wii,2009/11/03,64,6.8,NA,NA,NA,NA,Academy of Champions: Soccer,Wii,NA
115,Accel World vs. Sword Art Online: Millennium Twilight,PlayStation 4,2017/07/07,64,6.5,Artdink,Playing,27,18,Accel World vs. Sword Art Online: Millennium Twilight,PlayStation 4,NA
116,AC/DC Live: Rock Band Track Pack,PlayStation 3,2008/11/02,60,5.3,Harmonix Music Systems,Action,12,14,AC/DC LIVE: Rock Band Track Pack,PlayStation 3,NA
117,AC/DC Live: Rock Band Track Pack,Xbox 360,2008/11/02,63,5.1,Harmonix Music Systems,Action,16,11,AC/DC LIVE: Rock Band Track Pack,Xbox 360,NA
118,Ace Attorney Investigations: Miles Edgeworth,DS,2010/02/16,78,8.3,Capcom,Adventure,51,105,Ace Attorney Investigations: Miles Edgeworth,DS,NA
119,Ace Combat 04: Shattered Skies,PlayStation 2,2001/11/01,89,8.7,Namco,Simulation,22,145,Ace Combat 04: Shattered Skies,PlayStation 2,2640000
120,Ace Combat 2,PlayStation,1997/07/31,83,8.6,Namco,Simulation,10,57,Ace Combat 2,PlayStation,1090000
121,Ace Combat 5: The Unsung War,PlayStation 2,2004/10/25,84,8.9,Namco,Simulation,57,145,Ace Combat 5: The Unsung War,PlayStation 2,1800000
122,Ace Combat 5: The Unsung War,PlayStation 2,2004/10/25,84,8.9,Namco,Simulation,57,145,Ace Combat 5: The Unsung War,PlayStation 2,NA
123,Ace Combat 6: Fires of Liberation,Xbox 360,2007/10/23,80,7.9,Project Aces,Action,54,120,Ace Combat 6: Fires of Liberation,Xbox 360,1390000
124,Ace Combat 7: Skies Unknown,PC,2019/01/31,78,7.1,Project Aces,Simulation,14,196,Ace Combat 7: Skies Unknown,PC,NA
125,Ace Combat 7: Skies Unknown,PlayStation 4,2019/01/18,80,8,Project Aces,Simulation,69,385,Ace Combat 7: Skies Unknown,PlayStation 4,NA
126,Ace Combat 7: Skies Unknown,Xbox One,2019/01/18,79,7.8,Bandai Namco Games,Simulation,17,119,Ace Combat 7: Skies Unknown,Xbox One,NA
127,Ace Combat: Assault Horizon,PlayStation 3,2011/10/11,77,6.8,Project Aces,Action,28,100,Ace Combat: Assault Horizon,PlayStation 3,NA
128,Ace Combat: Assault Horizon,Xbox 360,2011/10/11,78,6.2,Project Aces,Action,71,92,Ace Combat: Assault Horizon,Xbox 360,NA
129,Ace Combat: Assault Horizon Legacy,3DS,2011/11/15,71,7.6,Project Aces,Action,37,30,Ace Combat: Assault Horizon Legacy,3DS,NA
130,Ace Combat Infinity,PlayStation 3,2014/05/27,54,5.8,Project Aces,Flight,14,68,Ace Combat: Infinity,PlayStation 3,NA
131,Ace Combat Zero: The Belkan War,PlayStation 2,2006/04/25,75,8.5,Namco,Simulation,45,77,Ace Combat Zero: The Belkan War,PlayStation 2,790000
132,Aces of the Luftwaffe: Squadron,Switch,2017/11/17,71,6.6,NA,NA,NA,NA,Aces Of The Luftwaffe - Squadron,Switch,NA
133,Achron,PC,2011/08/29,54,7.3,Hazardous Software,Strategy,11,18,Achron,PC,NA
134,Achtung! Cthulhu Tactics,PC,2018/10/04,56,6,Auroch Digital,Strategy,13,6,Achtung! Cthulhu Tactics,PC,NA
135,Achtung! Cthulhu Tactics,Xbox One,2018/11/23,60,NA,Auroch Digital,Strategy,9,NA,Achtung! Cthulhu Tactics,Xbox One,NA
136,ACORN Tactics,Switch,2017/12/07,51,NA,TACS Games,Strategy,8,NA,ACORN Tactics,Switch,NA
137,Act of Aggression,PC,2015/09/02,71,7.1,Eugen Systems,Military,37,99,Act of Aggression,PC,160000
138,Act of War: Direct Action,PC,2005/03/15,82,8,Eugen Systems,Strategy,43,57,Act of War: Direct Action,PC,NA
139,Act of War: High Treason,PC,2006/05/30,74,7.5,Eugen Systems,Strategy,8,29,Act of War: High Treason,PC,NA
140,Action Bass,PlayStation,2000/07/14,51,NA,Vingt-et-un Systems,Sports,8,NA,Action Bass,PlayStation,NA
141,Active Life: Extreme Challenge,Wii,2009/08/11,56,NA,TOSE,Sports,13,NA,Active Life: Extreme Challenge,Wii,6.00E+05
142,Activision Anthology,Game Boy Advance,2003/12/09,79,4.8,Aspyr,Miscellaneous,13,5,Activision Anthology,Game Boy Advance,NA
143,Activision Anthology,PlayStation 2,2002/11/19,75,7.3,Contraband Entertainment,Miscellaneous,13,10,Activision Anthology,PlayStation 2,NA
144,ActRaiser Renaissance,Switch,2021/09/23,74,7.6,"Square Enix, Sonic Powered",Action Adventure,18,25,Actraiser Renaissance,Switch,NA
145,Adios,PC,2021/03/16,78,6.3,Mischief,Adventure,9,30,Adios,PC,NA
146,ADR1FT,PC,2016/03/28,64,5.3,Three One Zero,Action,40,58,Adr1ft,PC,NA
147,ADR1FT,PlayStation 4,2016/07/15,56,5,Three One Zero,Action,21,37,Adr1ft,PlayStation 4,NA
148,Adrenalin Misfits,Xbox 360,2010/11/04,50,NA,Konami,Action,32,NA,Adrenalin Misfits,Xbox 360,NA
149,Advance Guardian Heroes,Game Boy Advance,2004/09/14,65,NA,Treasure,Action,25,NA,Advance Guardian Heroes,Game Boy Advance,NA
150,Advance Wars,Game Boy Advance,2001/09/09,92,8.8,Intelligent Systems,Strategy,28,149,Advance Wars,Game Boy Advance,NA
151,Advance Wars 2: Black Hole Rising,Game Boy Advance,2003/06/24,89,8.8,Intelligent Systems,Strategy,34,135,Advance Wars 2: Black Hole Rising,Game Boy Advance,NA
152,Advance Wars: Days of Ruin,DS,2008/01/21,86,8.5,Intelligent Systems,Strategy,55,123,Advance Wars: Days of Ruin,DS,NA
153,Advance Wars: Dual Strike,DS,2005/08/22,90,8.8,Intelligent Systems,Strategy,49,209,Advance Wars: Dual Strike,DS,NA
154,Advent Rising,PC,2005/08/09,70,8.6,GlyphX Games,Action Adventure,19,140,Advent Rising,PC,NA
155,Advent Rising,Xbox,2005/05/31,68,7.5,GlyphX Games,Action Adventure,50,69,Advent Rising,Xbox,NA
156,Adventure Pinball: Forgotten Island,PC,2001/03/21,60,6.9,Digital Extremes,Action,11,7,Adventure Pinball: Forgotten Island,PC,NA
157,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation 3,2013/11/19,40,4,WayForward,Action Adventure,14,20,Adventure Time: Explore the Dungeon Because I Don't Know!,PlayStation 3,NA
158,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,Wii U,2013/11/19,40,5.7,WayForward,Action Adventure,7,26,Adventure Time: Explore the Dungeon Because I Don't Know!,Wii U,NA
159,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,Xbox 360,2013/11/19,47,4.1,WayForward,Action Adventure,7,53,Adventure Time: Explore the Dungeon Because I Don't Know!,Xbox 360,NA
160,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,3DS,2012/11/13,67,7.2,WayForward,Miscellaneous,23,66,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,3DS,NA
161,Adventure Time: Pirates of the Enchiridion,PlayStation 4,2018/07/17,62,6.5,"Bandai Namco Games, Climax Studios",Playing,13,30,Adventure Time: Pirates of the Enchiridion,PlayStation 4,NA
162,Adventure Time: Pirates of the Enchiridion,Switch,2018/07/17,50,5.2,"Bandai Namco Games, Climax Studios",Playing,7,23,Adventure Time: Pirates of the Enchiridion,Switch,NA
163,Adventures of Mana,PlayStation Vita,2016/06/28,66,8.1,"Square Enix, MCF",Playing,18,23,Adventures of Mana,PlayStation Vita,NA
164,Aegis Defenders,Switch,2018/02/08,74,7,"Humble Bundle, GUTS Department",Playing,23,24,Aegis Defenders,Switch,NA
165,Aegis of Earth: Protonovus Assault,PlayStation 4,2016/03/15,57,6.5,Acquire,Strategy,11,12,Aegis of Earth: Protonovus Assault,PlayStation 4,NA
166,Aeon Flux,PlayStation 2,2005/11/15,66,6.2,Terminal Reality,Action Adventure,19,11,Aeon Flux,PlayStation 2,NA
167,Aeon Flux,Xbox,2005/11/17,69,2.4,NA,NA,NA,NA,Aeon Flux,Xbox,NA
168,AereA,PlayStation 4,2017/06/30,46,4.4,"Triangle Studios, Soedesco",Playing,10,15,AereA,PlayStation 4,NA
169,AereA,Xbox One,2017/06/30,50,4,"Triangle Studios, Soedesco",Playing,7,4,AereA,Xbox One,NA
170,Aerial Strike: The Yager Missions,PC,2005/02/04,62,NA,Yager,Action,11,NA,Aerial Strike: The Yager Missions,PC,NA
171,Aero Elite: Combat Academy,PlayStation 2,2003/03/10,64,7.5,Sega AM2,Simulation,18,11,Aero Elite: Combat Academy,PlayStation 2,NA
172,Aero Porter,3DS,2012/11/29,70,7.4,Vivarium,Simulation,16,11,Aero Porter,3DS,NA
173,Aero the Acro-bat,Game Boy Advance,2002/05/14,71,7.5,Atomic Planet Entertainment,Action,12,4,Aero The Acro-Bat,Game Boy Advance,NA
174,AeroWings 2: Air Strike,Dreamcast,2000/08/27,74,8.1,CRI,Simulation,20,10,AeroWings 2: Airstrike,Dreamcast,NA
175,AeternoBlade,3DS,2014/02/18,59,6.6,Corecell Technology,Action,14,18,AeternoBlade,3DS,NA
176,Affordable Space Adventures,Wii U,2015/04/09,81,8.1,KnapNok Games,Scrolling,36,89,Affordable Space Adventures,Wii U,NA
177,Afrika,PlayStation 3,2009/10/06,63,6.2,Rhino Studios,Simulation,12,36,Afrika,PlayStation 3,NA
178,Afro Samurai,PlayStation 3,2009/01/27,65,6.3,NA,NA,NA,NA,Afro Samurai,PlayStation 3,NA
179,Afro Samurai,Xbox 360,2009/01/27,65,6.2,"Namco Bandai Games America, Namco Bandai Games",Action,70,65,Afro Samurai,Xbox 360,NA
180,Afterfall: InSanity,PC,2011/11/25,50,5.9,Nicolas Intoxicate,Playing,20,151,Afterfall: InSanity,PC,NA
181,Afterparty,Switch,2020/03/06,74,6.6,Night School Studio,Adventure,8,17,Afterparty,Switch,NA
182,Afterparty,Xbox One,2019/10/29,75,6.8,Night School Studio,Adventure,12,36,Afterparty,Xbox One,NA
183,Agatha Christie: And Then There Were None,PC,2005/10/30,68,7.5,AWE Games,Adventure,28,36,Agatha Christie: And Then There Were None,PC,NA
184,Agatha Christie: And Then There Were None,Wii,2008/02/25,50,6.2,AWE Games,Adventure,23,12,Agatha Christie: And Then There Were None,Wii,NA
185,Agatha Christie: Evil Under the Sun,PC,2007/10/16,66,7.1,AWE Games,Adventure,18,21,Agatha Christie: Evil Under the Sun,PC,NA
186,Agatha Christie: Murder on the Orient Express,PC,2006/11/21,60,7.4,AWE Games,Adventure,22,26,Agatha Christie: Murder on the Orient Express,PC,NA
187,Agatha Christie: The ABC Murders,DS,2009/11/09,53,6.2,"Dreamcatcher, Black Lantern Studios",Adventure,11,6,Agatha Christie: The ABC Murders,DS,NA
188,Agatha Christie: The ABC Murders,PC,2016/02/04,66,8.5,NA,NA,NA,NA,Agatha Christie: The ABC Murders,PC,NA
189,Agatha Christie: The ABC Murders,PlayStation 4,2016/02/23,67,6.3,"Microids, Artefacts Studio",Adventure,17,30,Agatha Christie: The ABC Murders,PlayStation 4,NA
190,Agatha Christie: The ABC Murders,Xbox One,2016/02/23,66,6.6,Microids,Adventure,7,11,Agatha Christie: The ABC Murders,Xbox One,NA
191,Age of Conan: Hyborian Adventures,PC,2008/05/20,80,7.3,Funcom,Playing,44,830,Age of Conan: Hyborian Adventures,PC,1.00E+06
192,Age of Conan: Rise of the Godslayer,PC,2010/05/11,83,7.7,Funcom,Playing,14,62,Age of Conan: Rise of the Godslayer,PC,NA
193,Age of Empires,PC,1997/09/30,83,8.6,Ensemble Studios,Strategy,9,402,Age of Empires,PC,2200000
194,Age of Empires: Definitive Edition,PC,2018/02/20,69,6.7,"Microsoft Game Studios, Forgotten Empires LLC",Strategy,50,209,Age of Empires: Definitive Edition,PC,NA
195,Age of Empires II: Definitive Edition,PC,2019/11/14,84,8.8,"Ensemble Studios, Forgotten Empires LLC",Strategy,32,317,Age of Empires II: Definitive Edition,PC,NA
196,Age of Empires II: HD Edition,PC,2013/04/09,68,7.9,NA,NA,NA,NA,Age of Empires II: HD Edition,PC,5820000
197,Age of Empires II: The Age of Kings,PC,1999/09/30,92,9,Ensemble Studios,Strategy,21,1335,Age of Empires II: The Age of Kings,PC,2.00E+06
198,Age of Empires III,PC,2005/10/18,81,7.7,Ensemble Studios,Strategy,52,729,Age of Empires III,PC,2.00E+06
199,Age of Empires III: The Asian Dynasties,PC,2007/10/23,81,8.4,Big Huge Games,Strategy,19,106,Age of Empires III: The Asian Dynasties,PC,NA
200,Age of Empires III: The WarChiefs,PC,2006/10/17,80,7.8,Ensemble Studios,Strategy,26,104,Age of Empires III: The WarChiefs,PC,NA
