,game_name.meta,platform.meta,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating,game_name.vg,platform.vg,sales
8262,Paper Beast,PlayStation 4,2020/03/24,79,7.6,Pixel Reef,Adventure,38,38,Paper Beast,PlayStation 4,NA
8263,Paper Mario,Nintendo 64,2001/02/05,93,9,Intelligent Systems,Playing,15,477,Paper Mario,Nintendo 64,1370000
8264,Paper Mario: Color Splash,Wii U,2016/10/07,76,7.1,"Nintendo, Intelligent Systems",Playing,74,459,Paper Mario: Color Splash,Wii U,NA
8265,Paper Mario: Sticker Star,3DS,2012/11/11,75,5.5,Intelligent Systems,Action Adventure,69,591,Paper Mario: Sticker Star,3DS,2480000
8266,Paper Mario: The Origami King,Switch,2020/07/17,80,7,Intelligent Systems,Playing,116,1705,Paper Mario: The Origami King,Switch,3340000
8267,Paper Mario: The Thousand-Year Door,GameCube,2004/10/11,87,9,Intelligent Systems,Playing,55,613,Paper Mario: The Thousand-Year Door,GameCube,1910000
8268,"Papers, Please",PC,2013/08/08,85,8.5,Lucas Pope,Adventure,40,1547,"Papers, Please",PC,2310000
8269,Papo & Yo,PC,2013/04/18,70,7.7,"Minority, Minority Media Inc.",Adventure,23,148,Papo & Yo,PC,NA
8270,Paradise Killer,PC,2020/09/04,81,7.6,Kaizen Game Works,General,23,29,Paradise Killer,PC,NA
8271,Paradise Killer,Switch,2020/09/04,81,8.1,Kaizen Game Works,Adventure,23,29,Paradise Killer,Switch,NA
8272,Paradise Lost,PC,2021/03/24,58,6.8,PolyAmorous,Adventure,12,30,Paradise Lost,PC,NA
8273,PaRappa the Rapper,PlayStation,1997/10/31,92,7.6,NanaOn-Sha,Miscellaneous,15,98,PaRappa The Rapper,PlayStation,1.00E+06
8274,PaRappa the Rapper,PlayStation,1997/10/31,92,7.6,NanaOn-Sha,Miscellaneous,15,98,PaRappa The Rapper,PlayStation,NA
8275,PaRappa the Rapper,PlayStation,1997/10/31,92,7.6,NanaOn-Sha,Miscellaneous,15,98,PaRappa the Rapper,PlayStation,NA
8276,PaRappa the Rapper 2,PlayStation 2,2002/01/23,67,7.6,NanaOn-Sha,Miscellaneous,26,42,PaRappa The Rapper 2,PlayStation 2,NA
8277,PaRappa the Rapper Remastered,PlayStation 4,2017/04/04,61,5.3,"NanaOn-Sha, Sony Interactive Entertainment",Action,34,70,PaRappa the Rapper Remastered,PlayStation 4,NA
8278,Parasite Eve,PlayStation,1998/09/09,81,8.9,SquareSoft,Playing,17,190,Parasite Eve,PlayStation,1900000
8279,Parasite Eve,PlayStation,1998/09/09,81,8.9,SquareSoft,Playing,17,190,Parasite Eve,PlayStation,NA
8280,Parasite Eve II,PlayStation,2000/09/12,79,8.7,SquareSoft,Playing,14,161,Parasite Eve II,PlayStation,1200000
8281,Parasite Eve II,PlayStation,2000/09/12,79,8.7,SquareSoft,Playing,14,161,Parasite Eve II,PlayStation,NA
8282,ParaWorld,PC,2006/09/27,71,7.9,SEK Ost,Strategy,29,33,ParaWorld,PC,NA
8283,Pariah,PC,2005/05/03,69,5.6,Digital Extremes,Action,27,41,Pariah,PC,NA
8284,Pariah,Xbox,2005/05/03,70,7.5,Digital Extremes,Action,52,21,Pariah,Xbox,NA
8285,Part Time UFO,Switch,2020/10/28,78,7.5,HAL Labs,Action,21,17,Part time UFO,Switch,NA
8286,Party Hard,PC,2015/08/25,64,7.4,Pinokl Games,Action,18,95,Party Hard,PC,370000
8287,Past Cure,PC,2018/02/02,48,6.4,Phantom 8,Action,8,30,Past Cure,PC,NA
8288,Past Cure,PlayStation 4,2018/02/23,37,4.7,Phantom 8,Action,22,52,Past Cure,PlayStation 4,NA
8289,Past Cure,Xbox One,2018/02/23,34,6,Phantom 8,Action,8,24,Past Cure,Xbox One,NA
8290,Patapon 2 Remastered,PlayStation 4,2020/01/30,75,6.5,SCE Japan Studio,Action,40,81,Patapon 2 Remastered,PlayStation 4,NA
8291,Path of Exile,PC,2013/01/25,86,7.9,Grinding Gear Games,Action RPG,27,2022,Path of Exile,PC,NA
8292,Patrician II: Quest for Power,PC,2001/10/08,76,6.9,"Ascaron Entertainment GmbH, Ascaron Entertainment",Strategy,12,13,Patrician II: Quest for Power,PC,NA
8293,Patrician III: Rise of the Hanse,PC,2003/10/31,75,8.8,"Ascaron Entertainment GmbH, Ascaron Entertainment",Strategy,8,56,Patrician III: Rise of the Hanse,PC,NA
8294,Pax Romana,PC,2003/11/06,52,5,Galilea Multimedia,Strategy,14,6,Pax Romana,PC,NA
8295,Payday 2,PC,2013/08/13,79,3.9,Overkill Software,Action,51,3917,Payday 2,PC,NA
8296,Payday 2,PlayStation 3,2013/08/13,74,6.2,NA,NA,NA,NA,Payday 2,PlayStation 3,NA
8297,Payday 2,Switch,2018/02/27,60,5,NA,NA,NA,NA,Payday 2,Switch,NA
8298,Payday 2,Xbox 360,2013/08/13,75,6.3,Overkill Software,Action,18,202,Payday 2,Xbox 360,NA
8299,Payday: The Heist,PC,2011/10/20,76,7.7,Overkill Software,Action,17,547,Payday: The Heist,PC,NA
8300,PDC World Championship Darts 2008,PlayStation 2,2009/06/16,47,NA,Oxygen Interactive,Sports,8,NA,PDC World Championship Darts 2008,PlayStation 2,NA
8301,PDC World Championship Darts 2008,Wii,2009/06/16,51,5.4,Oxygen Interactive,Sports,18,7,PDC World Championship Darts 2008,Wii,NA
8302,PDC World Championship Darts 2009,DS,2009/06/16,45,NA,Rebellion,Sports,9,NA,PDC World Championship Darts 2009,DS,NA
8303,Peggle 2,Xbox One,2013/12/09,77,7.1,PopCap,Miscellaneous,39,226,Peggle 2,Xbox One,NA
8304,Peggle: Dual Shot,DS,2009/02/27,84,7.9,Q Entertainment,Miscellaneous,17,25,Peggle: Dual Shot,DS,NA
8305,Peggle Nights,PC,2008/09/16,76,7.3,PopCap,Miscellaneous,15,37,Peggle Nights,PC,180000
8306,Penny-Punching Princess,Switch,2018/04/03,63,6.1,Nippon Ichi Software,Playing,22,14,Penny-Punching Princess,Switch,NA
8307,Penumbra: Black Plague,PC,2008/02/12,78,8.6,Frictional Games,Action Adventure,29,235,Penumbra: Black Plague,PC,NA
8308,Penumbra: Overture,PC,2007/03/30,73,7.7,Frictional Games,Action Adventure,28,213,Penumbra: Overture,PC,NA
8309,Penumbra: Requiem,PC,2008/08/27,67,6,Frictional Games,Action Adventure,14,113,Penumbra: Requiem,PC,NA
8310,Per Aspera,PC,2020/12/03,79,7.1,Tlon Studios,Strategy,17,27,Per Aspera,PC,NA
8311,Perfect Dark,Nintendo 64,2000/05/22,97,8.8,Rare Ltd.,Action,30,492,Perfect Dark,Nintendo 64,3200000
8312,Perfect Dark Zero,Xbox 360,2005/11/17,81,7.2,Rare Ltd.,Action,75,266,Perfect Dark Zero,Xbox 360,1.00E+06
8313,Perimeter,PC,2004/06/30,77,8.1,K-D Lab,Strategy,39,47,Perimeter,PC,NA
8314,Perimeter: Emperor's Testament,PC,2006/09/04,72,7.3,K-D Lab,Strategy,15,7,Perimeter: Emperor's Testament,PC,NA
8315,Persona 2: Eternal Punishment,PlayStation,2000/12/22,83,4.7,Atlus Co.,Playing,11,250,Persona 2: Eternal Punishment,PlayStation,NA
8316,Persona 2: Eternal Punishment,PlayStation,2000/12/22,83,4.7,Atlus Co.,Playing,11,250,Persona 2: Eternal Punishment,PlayStation,60000
8317,Persona 3: Dancing in Moonlight,PlayStation 4,2018/12/04,73,6.4,Atlus,Action,26,75,Persona 3: Dancing in Moonlight,PlayStation 4,NA
8318,Persona 4 Arena,PlayStation 3,2012/08/07,86,5.7,Arc System Works,Action,47,379,Persona 4 Arena,PlayStation 3,NA
8319,Persona 4 Arena,Xbox 360,2012/08/07,83,4.6,Arc System Works,Action,21,240,Persona 4 Arena,Xbox 360,NA
8320,Persona 4 Arena Ultimax,PlayStation 3,2014/09/30,84,5.2,Arc System Works,Action,38,289,Persona 4 Arena Ultimax,PlayStation 3,NA
8321,Persona 4 Arena Ultimax,Xbox 360,2014/09/30,85,4.3,Arc System Works,Action,15,218,Persona 4 Arena Ultimax,Xbox 360,NA
8322,Persona 4: Dancing All Night,PlayStation Vita,2015/09/29,76,5.5,"Atlus, Dingo Inc.",Miscellaneous,51,328,Persona 4: Dancing All Night,PlayStation Vita,NA
8323,Persona 4 Golden,PC,2020/06/13,87,8.9,Atlus,Playing,29,950,Persona 4 Golden,PC,9.00E+05
8324,Persona 4 Golden,PlayStation Vita,2012/11/20,93,8.6,Atlus,Playing,61,1820,Persona 4 Golden,PlayStation Vita,1500000
8325,Persona 5,PlayStation 4,2017/04/04,93,8.7,Atlus,Playing,98,5437,Persona 5,PlayStation 4,NA
8326,Persona 5: Dancing in Starlight,PlayStation 4,2018/12/04,72,6.2,Atlus,Action,28,131,Persona 5: Dancing in Starlight,PlayStation 4,NA
8327,Persona 5 Royal,PC,2022/10/21,95,8.6,Atlus,Playing,11,130,Persona 5 Royal,PC,NA
8328,Persona 5 Royal,PlayStation 4,2020/03/31,95,8.5,Atlus,Playing,71,3540,Persona 5 Royal,PlayStation 4,1800000
8329,Persona 5 Royal,Switch,2022/10/21,94,8.4,Atlus,Playing,24,92,Persona 5 Royal,Switch,NA
8330,Persona 5 Strikers,PC,2021/02/23,76,6.5,Omega Force,Playing,16,86,Persona 5 Strikers,PC,NA
8331,Persona 5 Strikers,PlayStation 4,2021/02/19,83,7.8,Omega Force,Playing,73,410,Persona 5 Strikers,PlayStation 4,NA
8332,Persona 5 Strikers,Switch,2021/02/23,81,7.9,"Omega Force, P-Studio",Playing,25,120,Persona 5 Strikers,Switch,NA
8333,Persona Dancing: Endless Night Collection,PlayStation 4,2018/12/04,75,6.8,Atlus,Miscellaneous,19,23,Persona Dancing: Endless Night Collection,PlayStation 4,NA
8334,Persona Q: Shadow of the Labyrinth,3DS,2014/11/25,83,5.8,Atlus,Playing,56,422,Persona Q: Shadow of the Labyrinth,3DS,250000
8335,Persona Q2: New Cinema Labyrinth,3DS,2019/06/04,81,7.7,Atlus,Playing,36,77,Persona Q2: New Cinema Labyrinth,3DS,NA
8336,Personal Trainer: Cooking,DS,2008/11/24,81,8.1,indieszero,Miscellaneous,12,13,Personal Trainer: Cooking,DS,3180000
8337,Personal Trainer: Math,DS,2009/01/13,63,NA,Jupiter Corporation,Miscellaneous,11,NA,Personal Trainer: Math,DS,1370000
8338,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007/08/28,58,NA,Shin'en,Action,16,NA,Pet Alien: An Intergalactic Puzzlepalooza,DS,NA
8339,Peter Jackson's King Kong: The Official Game of the Movie,GameCube,2005/11/21,81,7.9,Ubisoft Montpellier,Action Adventure,30,18,Peter Jackson's King Kong: The Official Game of the Movie,GameCube,NA
8340,Peter Jackson's King Kong: The Official Game of the Movie,PC,2005/11/21,77,7.7,Ubisoft Montpellier,Action Adventure,27,64,Peter Jackson's King Kong: The Official Game of the Movie,PC,NA
8341,Peter Jackson's King Kong: The Official Game of the Movie,PlayStation 2,2005/11/21,82,8.4,Ubisoft Montpellier,Action Adventure,41,112,Peter Jackson's King Kong: The Official Game of the Movie,PlayStation 2,NA
8342,Peter Jackson's King Kong: The Official Game of the Movie,Xbox,2005/11/21,82,7.9,Ubisoft Montpellier,Action Adventure,43,15,Peter Jackson's King Kong: The Official Game of the Movie,Xbox,NA
8343,Peter Jackson's King Kong: The Official Game of the Movie,Xbox 360,2005/11/21,80,7.6,Ubisoft Montpellier,Action Adventure,57,97,Peter Jackson's King Kong: The Official Game of the Movie,Xbox 360,NA
8344,PGA European Tour,Nintendo 64,2000/06/15,58,8,Infogrames,Sports,12,4,PGA European Tour,Nintendo 64,NA
8345,PGA Tour 2K21,PC,2020/08/20,74,6.2,HB Studios Multimedia,Sports,8,26,PGA Tour 2K21,PC,NA
8346,PGA Tour 2K21,PlayStation 4,2020/08/21,76,6.3,HB Studios Multimedia,Sports,41,74,PGA Tour 2K21,PlayStation 4,NA
8347,PGA Tour 2K21,Switch,2020/08/21,72,4.4,HB Studios Multimedia,Sports,8,28,PGA Tour 2K21,Switch,NA
8348,PGA Tour 2K21,Xbox One,2020/08/21,78,6,HB Studios Multimedia,Sports,19,31,PGA Tour 2K21,Xbox One,NA
8349,PGA Tour 2K23,PlayStation 5,2022/10/11,76,NA,Take-Two Interactive,Sports,31,NA,PGA Tour 2K23,PlayStation 5,NA
8350,PGA Tour 2K23,Xbox Series X,2022/10/11,78,NA,HB Studios Multimedia,Sports,8,NA,PGA Tour 2K23,Xbox Series X,NA
8351,Phalanx,Game Boy Advance,2001/12/27,71,NA,NA,NA,NA,NA,Phalanx,Game Boy Advance,NA
8352,Phantasy Star Collection,Game Boy Advance,2002/11/24,76,8.2,Digital Eclipse,Playing,20,9,Phantasy Star Collection,Game Boy Advance,NA
8353,Phantasy Star Online,Dreamcast,2001/01/29,89,8.4,Sonic Team,Playing,21,50,Phantasy Star Online,Dreamcast,NA
8354,Phantasy Star Online Episode I & II,GameCube,2002/10/29,85,8.5,Sonic Team,Playing,31,82,Phantasy Star Online Episode I & II,GameCube,NA
8355,Phantasy Star Online Episode I & II,Xbox,2003/04/15,83,8.1,Sonic Team,Playing,22,32,Phantasy Star Online Episode I & II,Xbox,NA
8356,Phantasy Star Online Episode III: C.A.R.D. Revolution,GameCube,2004/03/02,71,8.3,Sonic Team,Miscellaneous,24,16,Phantasy Star Online Episode III: C.A.R.D. Revolution,GameCube,NA
8357,Phantasy Star Online Ver. 2,Dreamcast,2001/09/24,80,8.6,Sonic Team,Playing,10,26,Phantasy Star Online Ver. 2,Dreamcast,NA
8358,Phantasy Star Universe,PC,2006/10/24,59,6.6,Sonic Team,Playing,19,14,Phantasy Star Universe,PC,NA
8359,Phantasy Star Universe,PlayStation 2,2006/10/24,68,8.1,Sonic Team,Playing,18,32,Phantasy Star Universe,PlayStation 2,2.00E+05
8360,Phantasy Star Universe,Xbox 360,2006/10/25,64,7.5,Sonic Team,Playing,34,51,Phantasy Star Universe,Xbox 360,NA
8361,Phantom Brave,PlayStation 2,2004/08/31,81,8.2,Nippon Ichi Software,Strategy,40,30,Phantom Brave,PlayStation 2,NA
8362,Phantom Brave: We Meet Again,Wii,2009/08/14,76,7.8,Nippon Ichi Software,Strategy,12,18,Phantom Brave: We Meet Again,Wii,NA
8363,Phantom Breaker: Battle Grounds,PC,2015/01/23,64,7.3,Mages.,Action,10,19,Phantom Breaker: Battle Grounds,PC,170000
8364,Phantom Breaker: Battle Grounds,PlayStation Vita,2014/08/12,67,6.8,Division2,Action,8,9,Phantom Breaker: Battle Grounds,PlayStation Vita,NA
8365,Phantom Breaker: Omnia,PlayStation 4,2022/03/15,68,NA,"Rocket Panda Games, GameLoop",Action,8,NA,Phantom Breaker: Omnia,PlayStation 4,NA
8366,Phantom Crash,Xbox,2002/11/04,74,8.1,Genki,Simulation,23,18,Phantom Crash,Xbox,NA
8367,Phantom Doctrine,PC,2018/08/14,73,7.4,CreativeForge Games,Strategy,32,119,Phantom Doctrine,PC,NA
8368,Phantom Dust,Xbox,2005/03/15,81,7.6,Microsoft Game Studios Japan,Action,37,52,Phantom Dust,Xbox,NA
8369,Phineas and Ferb: Across the 2nd Dimension,PlayStation 3,2011/08/02,63,7.3,High Impact Games,Action,13,16,Phineas and Ferb: Across the 2nd Dimension,PlayStation 3,NA
8370,Phoenix Point,PC,2019/12/03,74,5.8,Snapshot Games Inc.,Strategy,48,394,Phoenix Point,PC,NA
8371,Phoenix Wright: Ace Attorney,DS,2005/10/12,81,9,Capcom,Adventure,53,346,Phoenix Wright: Ace Attorney,DS,NA
8372,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013/10/24,81,8.1,Capcom,Adventure,63,254,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,NA
8373,Phoenix Wright: Ace Attorney - Justice for All,DS,2007/01/16,76,8.6,Capcom,Adventure,51,182,Phoenix Wright: Ace Attorney - Justice for All,DS,NA
8374,Phoenix Wright: Ace Attorney - Spirit of Justice,3DS,2016/09/08,81,8.2,Capcom,Adventure,65,135,Phoenix Wright: Ace Attorney: Spirit of Justice,3DS,NA
8375,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007/10/23,81,9,Capcom,Adventure,45,223,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,NA
8376,Phoenix Wright: Ace Attorney Trilogy,3DS,2014/12/09,81,8.6,NATSUME ATARI Inc.,Miscellaneous,34,146,Phoenix Wright: Ace Attorney Trilogy,3DS,NA
8377,Phoenix Wright: Ace Attorney Trilogy,3DS,2014/12/09,81,8.6,NATSUME ATARI Inc.,Miscellaneous,34,146,Phoenix Wright: Ace Attorney Trilogy,3DS,NA
8378,Phoenix Wright: Ace Attorney Trilogy,PC,2019/04/09,80,8.8,Capcom,Miscellaneous,10,58,Phoenix Wright: Ace Attorney Trilogy,PC,NA
8379,Phoenix Wright: Ace Attorney Trilogy,PlayStation 4,2019/04/09,80,7.9,Capcom,Miscellaneous,24,61,Phoenix Wright: Ace Attorney Trilogy,PlayStation 4,NA
8380,Phoenix Wright: Ace Attorney Trilogy,Switch,2019/04/09,81,8.3,Capcom,Miscellaneous,27,95,Phoenix Wright: Ace Attorney Trilogy,Switch,NA
8381,Phoenix Wright: Ace Attorney Trilogy,Xbox One,2019/04/09,80,7.7,Capcom,Miscellaneous,12,23,Phoenix Wright: Ace Attorney Trilogy,Xbox One,NA
8382,PHOGS!,PC,2020/12/03,75,NA,Coatsink Software,Adventure,8,NA,Phogs!,PC,NA
8383,PHOGS!,PlayStation 4,2020/12/03,79,6.5,Coatsink Software,Adventure,10,4,Phogs!,PlayStation 4,NA
8384,PHOGS!,Switch,2020/12/03,78,NA,Bit Loom Games,Adventure,14,NA,Phogs!,Switch,NA
8385,PHOGS!,Xbox One,2020/12/03,81,5.6,Coatsink Software,Adventure,8,5,Phogs!,Xbox One,NA
8386,Picross 3D,DS,2010/05/03,83,8.1,HAL Labs,Miscellaneous,35,42,Picross 3D,DS,NA
8387,Picross 3D: Round 2,3DS,2016/09/01,86,7.6,HAL Labs,Puzzle,17,42,Picross 3D Round 2,3DS,NA
8388,Picross DS,DS,2007/07/30,83,8,Jupiter Corporation,Miscellaneous,33,41,Picross DS,DS,NA
8389,Picross e,3DS,2013/06/13,73,7.3,Jupiter Corporation,Miscellaneous,11,19,Picross e,3DS,NA
8390,Picross e3,3DS,2013/10/03,66,7,Jupiter Corporation,Miscellaneous,7,6,Picross e3,3DS,NA
8391,Picross e4,3DS,2014/05/01,68,NA,Jupiter Corporation,Miscellaneous,8,NA,Picross e4,3DS,NA
8392,Picross S,Switch,2017/09/28,67,7.4,Jupiter Corporation,Puzzle,9,41,Picross S,Switch,NA
8393,Pictionary,Wii,2010/11/14,71,NA,Page 44 Studios,Miscellaneous,7,NA,Pictionary,Wii,NA
8394,PictoImage,DS,2008/09/02,61,NA,"Sega, Skonec",Miscellaneous,11,NA,PictoImage,DS,NA
8395,Piczle Lines DX,Switch,2017/08/24,76,7.8,Score Studios,Puzzle,7,17,Piczle Lines DX,Switch,NA
8396,Pid,PC,2012/10/31,63,7.7,Joao Victor da Silva // Lucas Roberto,Strategy,0,NA,Pid,PC,280000
8397,Pikmin,GameCube,2001/12/02,89,8.7,Nintendo,Strategy,39,204,Pikmin,GameCube,1600000
8398,Pikmin 2,GameCube,2004/08/30,90,9,Nintendo,Strategy,54,222,Pikmin 2,GameCube,1120000
8399,Pikmin 3,Wii U,2013/08/04,87,8.7,Nintendo,Strategy,79,801,Pikmin 3,Wii U,1270000
8400,Pikmin 3 Deluxe,Switch,2020/10/30,85,8.5,"Eighting, Nintendo",Strategy,93,190,Pikmin 3 Deluxe,Switch,2230000
8401,Pikuniku,PC,2019/01/24,74,7.2,Sectordub,Puzzle,13,55,Pikuniku,PC,NA
8402,Pikuniku,Switch,2019/01/24,76,7.7,"Sectordub, 22nd Century Toys",Puzzle,35,57,Pikuniku,Switch,NA
8403,Pillars of Eternity,PC,2015/03/26,89,8.3,Obsidian Entertainment,style RPG,71,2619,Pillars of Eternity,PC,1280000
8404,Pillars of Eternity,PC,2015/03/26,89,8.3,Obsidian Entertainment,style RPG,71,2619,Pillars of Eternity,PC,NA
8405,Pillars of Eternity: Complete Edition,Switch,2019/08/08,82,2.7,Red Cerberus,Playing,11,75,Pillars of Eternity: Complete Edition,Switch,NA
8406,Pillars of Eternity II: Deadfire,PC,2018/05/08,88,7.8,Obsidian Entertainment,Playing,71,701,Pillars of Eternity II: Deadfire,PC,2.00E+05
8407,Pillars of Eternity II: Deadfire,PlayStation 4,2020/01/28,77,4.8,"Obsidian Entertainment, Red Cerberus",Playing,20,124,Pillars of Eternity II: Deadfire,PlayStation 4,NA
8408,Pilotwings 64,Nintendo 64,1996/09/29,80,7.9,Paradigm Entertainment,Simulation,13,51,Pilotwings 64,Nintendo 64,1120000
8409,Pilotwings Resort,3DS,2011/03/27,71,7.2,Monster Games Inc.,Simulation,64,108,PilotWings Resort,3DS,NA
8410,Pimp My Ride,PlayStation 2,2006/11/21,36,4.4,Eutechnyx,Strategy,9,21,Pimp My Ride,PlayStation 2,NA
8411,Pimp My Ride,Xbox 360,2006/12/06,38,4,Eutechnyx,Driving,14,30,Pimp My Ride,Xbox 360,NA
8412,Pinball FX 2,PC,2012/10/27,84,7.7,Zen Studios,Action,7,85,Pinball FX 2,PC,NA
8413,Pinball FX3,PlayStation 4,2017/09/26,78,6.1,Zen Studios,Action,9,16,Pinball FX 3,PlayStation 4,NA
8414,Pinball FX3,Switch,2017/12/12,82,7.8,Zen Studios,Action,18,54,Pinball FX 3,Switch,NA
8415,Pinball Hall of Fame - The Gottlieb Collection,Xbox,2004/11/18,70,NA,Farsight Studios,Miscellaneous,12,NA,Pinball Hall of Fame: The Gottlieb Collection,Xbox,NA
8416,Pinball Hall of Fame - The Gottlieb Collection,Xbox,2004/11/18,70,NA,Farsight Studios,Miscellaneous,12,NA,Pinball Hall of Fame: The Gottlieb Collection,Xbox,NA
8417,Pinball Hall of Fame: The Gottlieb Collection,PlayStation 2,2004/11/16,63,6.7,NA,NA,NA,NA,Pinball Hall of Fame: The Gottlieb Collection,PlayStation 2,NA
8418,Pinball Hall of Fame: The Williams Collection,PlayStation 3,2009/09/22,82,7.9,Farsight Studios,Action,16,8,Pinball Hall of Fame: The Williams Collection,PlayStation 3,NA
8419,Pinball Hall of Fame: The Williams Collection,Wii,2008/02/26,82,8.1,Farsight Studios,Action,16,40,Pinball Hall of Fame: The Williams Collection,Wii,NA
8420,Pinball Hall of Fame: The Williams Collection,Xbox 360,2009/09/22,83,8.3,Farsight Studios,Action,18,16,Pinball Hall of Fame: The Williams Collection,Xbox 360,NA
8421,Ping Pals,DS,2004/12/08,28,3.9,WayForward,Simulation,17,27,Ping Pals,DS,NA
8422,Pinobee: Wings of Adventure,Game Boy Advance,2001/05/30,61,8,Artoon,Action,8,4,Pinobee: Wings of Adventure,Game Boy Advance,NA
8423,Pipe Mania,DS,2008/09/26,71,NA,Razorworks,Miscellaneous,13,NA,Pipe Mania,DS,NA
8424,Pirates: Duels on the High Seas,DS,2009/05/14,50,NA,Oxygen Interactive,Action,15,NA,Pirates: Duels on the High Seas,DS,NA
8425,Pirates of Black Cove,PC,2011/08/02,56,5.8,Nitro Games,Strategy,21,32,Pirates of Black Cove,PC,NA
8426,Pirates of the Burning Sea,PC,2008/01/21,76,7.6,Flying Lab Software,Playing,30,64,Pirates of the Burning Sea,PC,NA
8427,Pirates of the Caribbean,PC,2003/06/30,64,7.4,Akella,Playing,25,90,Pirates of the Caribbean,PC,NA
8428,Pirates of the Caribbean,Xbox,2003/07/01,65,7.4,Akella,Playing,30,28,Pirates of the Caribbean,Xbox,NA
8429,Pirates of the Caribbean: At World's End,PlayStation 2,2007/05/22,54,7.5,Eurocom Entertainment Software,Action Adventure,10,17,Pirates of the Caribbean: At World's End,PlayStation 2,NA
8430,Pirates of the Caribbean: Dead Man's Chest,DS,2006/06/27,63,7.2,Amaze Entertainment,Action Adventure,11,9,Pirates of the Caribbean: Dead Man's Chest,DS,NA
8431,Pirates of the Caribbean: Dead Man's Chest,Game Boy Advance,2006/06/27,70,6.4,Amaze Entertainment,Action Adventure,8,8,Pirates of the Caribbean: Dead Man's Chest,Game Boy Advance,NA
8432,Pirates of the Caribbean Online,PC,2007/10/31,60,7.2,Disney Online,Playing,7,25,Pirates of the Caribbean Online,PC,NA
8433,Pirates of the Caribbean: The Curse of the Black Pearl,Game Boy Advance,2003/07/01,49,6.8,Pocket Studios,Action,10,6,Pirates of the Caribbean: The Curse of the Black Pearl,Game Boy Advance,NA
8434,Pirates of the Caribbean: The Legend of Jack Sparrow,PC,2006/06/28,49,5.1,7 Studios,Action Adventure,12,27,Pirates of the Caribbean: The Legend of Jack Sparrow,PC,NA
8435,Pirates of the Caribbean: The Legend of Jack Sparrow,PlayStation 2,2006/06/28,51,7.3,7 Studios,Action Adventure,32,22,Pirates of the Caribbean: The Legend of Jack Sparrow,PlayStation 2,NA
8436,Pirates: The Legend of Black Kat,PlayStation 2,2002/02/17,72,8.3,Westwood Studios,Action Adventure,24,14,Pirates: The Legend of Black Kat,PlayStation 2,NA
8437,Pirates: The Legend of Black Kat,Xbox,2002/03/24,74,8,Westwood Studios,Action Adventure,16,7,Pirates: The Legend of Black Kat,Xbox,NA
8438,Pit People,PC,2018/03/02,78,8.3,The Behemoth,Action,15,43,Pit People,PC,3.00E+05
8439,Pit People,Xbox One,2018/03/02,79,7.8,The Behemoth,Action,12,35,Pit People,Xbox One,NA
8440,Pitfall: The Lost Expedition,Game Boy Advance,2004/02/18,66,NA,Torus Games,Action,13,NA,Pitfall: The Lost Expedition,Game Boy Advance,NA
8441,Pitfall: The Lost Expedition,GameCube,2004/02/18,73,8,Edge of Reality,Action,25,11,Pitfall: The Lost Expedition,GameCube,NA
8442,Pitfall: The Lost Expedition,PlayStation 2,2004/02/18,70,8.3,Edge of Reality,Action,34,29,Pitfall: The Lost Expedition,PlayStation 2,NA
8443,Pitfall: The Lost Expedition,Xbox,2004/02/18,73,7.1,Edge of Reality,Action,35,7,Pitfall: The Lost Expedition,Xbox,NA
8444,Pitfall: The Mayan Adventure,Game Boy Advance,2001/06/10,58,7,Pipe Dream Interactive,Action,10,5,Pitfall: The Mayan Adventure,Game Boy Advance,NA
8445,Pix the Cat,PC,2015/01/29,77,7.4,Pasta Games,Action,7,14,PIX the CAT,PC,NA
8446,Pix the Cat,PlayStation 4,2014/10/07,80,6.1,Pasta Games,Action,12,94,PIX the CAT,PlayStation 4,NA
8447,Pixel Piracy,PlayStation 4,2016/02/16,50,2.4,Abstraction Games,Strategy,7,7,Pixel Piracy,PlayStation 4,NA
8448,Pixel Piracy,Xbox One,2016/02/16,53,3.1,Abstraction Games,Strategy,7,8,Pixel Piracy,Xbox One,NA
8449,PixelJunk Monsters: Ultimate,PC,2013/08/26,72,7.4,Double Eleven,Strategy,8,28,PixelJunk Monsters Ultimate,PC,140000
8450,PixelJunk Shooter,PC,2013/11/11,73,7.5,"Double Eleven, Q-Games",Action,7,26,PixelJunk Shooter,PC,NA
8451,PixelJunk Shooter Ultimate,PlayStation 4,2014/06/03,82,7.2,Double Eleven,Action,8,158,PixelJunk Shooter Ultimate,PlayStation 4,NA
8452,Plain Sight,PC,2010/04/05,76,7.4,Beatnik Games,Action,32,34,Plain Sight,PC,150000
8453,Planescape: Torment,PC,1999/12/14,91,9.2,Black Isle Studios,Playing,22,1111,Planescape: Torment,PC,NA
8454,Planescape: Torment - Enhanced Edition,PC,2017/04/11,85,7.3,Beamdog,Playing,10,129,Planescape Torment: Enhanced Edition,PC,110000
8455,Planet Coaster,PC,2016/11/17,84,7.7,Frontier Developments,Strategy,57,421,Planet Coaster,PC,2500000
